student_id,engagement_score,test1_grade,persona_quadrant,persona_kmeans,lifespan,outcome
423,-1.1687,4,Detached achiever,Low eng / high grades,4,Completed
424,1.7159,4,Engaged achiever,High eng / high grades,2,Left after Test 2
425,-0.4853,2,Disengaged,Low eng / low grades,4,Administrative dropout
426,-0.2032,3,Detached achiever,Low eng / high grades,4,Completed
427,-0.5672,1,Disengaged,Low eng / low grades,4,Administrative dropout
428,0.458,3,Engaged achiever,High eng / high grades,4,Completed
429,1.1964,1,Engaged struggler,High eng / low grades,4,Completed
430,-0.0896,1,Disengaged,Low eng / low grades,4,Completed
431,0.0916,4,Engaged achiever,High eng / high grades,4,Completed
432,0.7389,1,Engaged struggler,High eng / low grades,4,Completed
433,-0.6773,1,Disengaged,Low eng / low grades,4,Administrative dropout
434,0.0911,0,Engaged struggler,High eng / low grades,4,Completed
435,1.6426,0,Engaged struggler,High eng / low grades,2,Left after Test 2
436,-0.8189,2,Disengaged,Low eng / low grades,2,Left after Test 2
437,-0.7286,0,Disengaged,Low eng / low grades,1,Left after Test 1
438,0.308,3,Engaged achiever,High eng / high grades,4,Completed
439,0.0492,1,Engaged struggler,Low eng / low grades,1,Left after Test 1
440,1.9081,1,Engaged struggler,High eng / low grades,2,Left after Test 2
441,-1.0485,4,Detached achiever,Low eng / high grades,4,Completed
442,-0.2602,1,Disengaged,Low eng / low grades,4,Completed
443,-0.0961,2,Disengaged,Low eng / low grades,4,Completed
444,0.5088,1,Engaged struggler,High eng / low grades,4,Completed
445,0.4971,1,Engaged struggler,High eng / low grades,4,Completed
446,-0.1302,1,Disengaged,Low eng / low grades,4,Completed
447,0.2667,0,Engaged struggler,High eng / low grades,4,Completed
448,0.7125,0,Engaged struggler,High eng / low grades,4,Completed
449,-0.5538,3,Detached achiever,Low eng / high grades,1,Left after Test 1
450,-0.4727,1,Disengaged,Low eng / low grades,3,Left after Test 3
451,-0.5199,0,Disengaged,Low eng / low grades,1,Left after Test 1
452,-0.3137,3,Detached achiever,Low eng / high grades,3,Left after Test 3
453,1.2327,0,Engaged struggler,High eng / low grades,4,Completed
454,-0.3917,1,Disengaged,Low eng / low grades,4,Completed
455,0.2446,1,Engaged struggler,High eng / low grades,4,Completed
456,0.3203,3,Engaged achiever,High eng / high grades,4,Completed
457,0.2447,1,Engaged struggler,High eng / low grades,4,Administrative dropout
458,0.1746,0,Engaged struggler,High eng / low grades,4,Completed
459,0.7151,1,Engaged struggler,High eng / low grades,4,Completed
460,-0.298,4,Detached achiever,Low eng / high grades,2,Left after Test 2
461,-0.2779,4,Detached achiever,Low eng / high grades,4,Completed
462,-1.1096,3,Detached achiever,Low eng / high grades,4,Completed
463,1.516,0,Engaged struggler,High eng / low grades,2,Left after Test 2
464,-0.9407,2,Disengaged,Low eng / high grades,1,Left after Test 1
465,1.0303,0,Engaged struggler,High eng / low grades,2,Left after Test 2
466,0.0613,4,Engaged achiever,High eng / high grades,4,Completed
467,-0.3452,4,Detached achiever,Low eng / high grades,4,Completed
468,-0.4873,0,Disengaged,Low eng / low grades,4,Administrative dropout
469,-1.004,1,Disengaged,Low eng / low grades,2,Left after Test 2
470,0.0983,1,Engaged struggler,High eng / low grades,3,Left after Test 3
471,0.1409,0,Engaged struggler,High eng / low grades,4,Administrative dropout
472,0.0722,4,Engaged achiever,High eng / high grades,4,Completed
473,0.039,0,Engaged struggler,Low eng / low grades,4,Completed
474,-0.07,4,Detached achiever,High eng / high grades,3,Left after Test 3
475,-0.7789,1,Disengaged,Low eng / low grades,2,Left after Test 2
476,0.632,3,Engaged achiever,High eng / high grades,4,Administrative dropout
477,-0.5918,2,Disengaged,Low eng / low grades,1,Left after Test 1
478,-0.2104,1,Disengaged,Low eng / low grades,4,Completed
479,-1.0563,4,Detached achiever,Low eng / high grades,4,Administrative dropout
480,-0.9057,1,Disengaged,Low eng / low grades,2,Left after Test 2
481,-0.1304,4,Detached achiever,High eng / high grades,4,Completed
482,0.3993,3,Engaged achiever,High eng / high grades,4,Completed
483,0.4522,2,Engaged struggler,High eng / low grades,4,Completed
484,-0.534,3,Detached achiever,Low eng / high grades,2,Left after Test 2
485,-1.0704,3,Detached achiever,Low eng / high grades,4,Completed
486,-0.0182,0,Disengaged,Low eng / low grades,4,Completed
487,0.2662,0,Engaged struggler,High eng / low grades,4,Completed
488,-1.0561,4,Detached achiever,Low eng / high grades,4,Completed
489,-0.7389,1,Disengaged,Low eng / low grades,1,Left after Test 1
490,-1.0336,4,Detached achiever,Low eng / high grades,4,Completed
491,0.5284,3,Engaged achiever,High eng / high grades,4,Completed
492,-0.0489,0,Disengaged,Low eng / low grades,4,Completed
493,-0.4948,0,Disengaged,Low eng / low grades,4,Administrative dropout
494,-0.0479,2,Disengaged,Low eng / low grades,4,Administrative dropout
495,0.0781,4,Engaged achiever,High eng / high grades,4,Administrative dropout
496,-0.4369,4,Detached achiever,Low eng / high grades,3,Left after Test 3
497,0.5512,1,Engaged struggler,High eng / low grades,4,Administrative dropout
498,1.3708,0,Engaged struggler,High eng / low grades,4,Administrative dropout
499,-1.1566,4,Detached achiever,Low eng / high grades,4,Completed
500,0.6123,0,Engaged struggler,High eng / low grades,4,Administrative dropout
501,0.1938,3,Engaged achiever,High eng / high grades,4,Completed
502,1.3199,2,Engaged struggler,High eng / low grades,2,Left after Test 2
503,0.813,3,Engaged achiever,High eng / high grades,4,Completed
504,0.255,0,Engaged struggler,High eng / low grades,4,Completed
505,0.42,0,Engaged struggler,High eng / low grades,4,Completed
506,0.2317,0,Engaged struggler,High eng / low grades,4,Completed
507,-0.7098,1,Disengaged,Low eng / low grades,2,Left after Test 2
508,-0.3674,1,Disengaged,Low eng / low grades,4,Completed
509,0.1417,0,Engaged struggler,High eng / low grades,4,Completed
510,-0.9208,4,Detached achiever,Low eng / high grades,2,Left after Test 2
511,-0.6949,1,Disengaged,Low eng / low grades,2,Left after Test 2
512,-0.4926,0,Disengaged,Low eng / low grades,4,Completed
513,0.4104,3,Engaged achiever,High eng / high grades,4,Completed
514,0.5973,0,Engaged struggler,High eng / low grades,4,Completed
515,-0.0531,1,Disengaged,Low eng / low grades,4,Completed
516,-0.4285,2,Disengaged,Low eng / low grades,3,Left after Test 3
517,0.2565,3,Engaged achiever,High eng / high grades,4,Completed
518,1.1765,4,Engaged achiever,High eng / high grades,2,Left after Test 2
519,-0.1112,3,Detached achiever,High eng / high grades,4,Completed
520,1.2569,0,Engaged struggler,High eng / low grades,4,Completed
521,-0.2614,4,Detached achiever,Low eng / high grades,4,Completed
522,-0.4607,4,Detached achiever,Low eng / high grades,4,Administrative dropout
523,0.6908,2,Engaged struggler,High eng / low grades,4,Completed
524,-0.2349,1,Disengaged,Low eng / low grades,4,Administrative dropout
525,-0.5522,1,Disengaged,Low eng / low grades,4,Administrative dropout
526,-1.0021,4,Detached achiever,Low eng / high grades,4,Completed
527,-0.1143,3,Detached achiever,High eng / high grades,3,Left after Test 3
528,-0.2945,0,Disengaged,Low eng / low grades,1,Left after Test 1
529,-0.116,3,Detached achiever,High eng / high grades,3,Left after Test 3
530,-0.0771,0,Disengaged,Low eng / low grades,1,Left after Test 1
531,0.0226,3,Engaged achiever,High eng / high grades,4,Completed
532,0.0916,4,Engaged achiever,High eng / high grades,3,Left after Test 3
533,-0.3912,0,Disengaged,Low eng / low grades,3,Left after Test 3
534,-0.223,4,Detached achiever,Low eng / high grades,3,Left after Test 3
535,-0.8374,1,Disengaged,Low eng / low grades,2,Left after Test 2
536,-0.2213,2,Disengaged,Low eng / low grades,4,Completed
537,0.648,4,Engaged achiever,High eng / high grades,4,Completed
538,-0.4889,2,Disengaged,Low eng / low grades,4,Completed
539,-0.4426,4,Detached achiever,Low eng / high grades,2,Left after Test 2
540,1.7214,0,Engaged struggler,High eng / low grades,2,Left after Test 2
541,-0.9163,1,Disengaged,Low eng / low grades,2,Left after Test 2
542,-1.1762,4,Detached achiever,Low eng / high grades,4,Completed
543,-0.0979,4,Detached achiever,High eng / high grades,4,Completed
544,1.6227,4,Engaged achiever,High eng / high grades,2,Left after Test 2
545,-0.3851,1,Disengaged,Low eng / low grades,1,Left after Test 1
546,0.2675,3,Engaged achiever,High eng / high grades,4,Completed
547,-0.3779,3,Detached achiever,Low eng / high grades,2,Left after Test 2
548,-0.3003,0,Disengaged,Low eng / low grades,4,Completed
549,-0.3779,2,Disengaged,Low eng / low grades,2,Left after Test 2
550,-0.1345,4,Detached achiever,High eng / high grades,4,Administrative dropout
551,-0.6309,1,Disengaged,Low eng / low grades,2,Left after Test 2
552,-0.3606,0,Disengaged,Low eng / low grades,4,Completed
553,0.184,3,Engaged achiever,High eng / high grades,4,Administrative dropout
554,0.5641,4,Engaged achiever,High eng / high grades,4,Completed
555,0.9222,0,Engaged struggler,High eng / low grades,4,Administrative dropout
556,1.0098,0,Engaged struggler,High eng / low grades,2,Left after Test 2
557,-0.4161,1,Disengaged,Low eng / low grades,2,Left after Test 2
558,-0.6355,1,Disengaged,Low eng / low grades,1,Left after Test 1
559,-0.9696,4,Detached achiever,Low eng / high grades,4,Completed
560,0.6941,0,Engaged struggler,High eng / low grades,4,Administrative dropout
561,-0.5789,2,Disengaged,Low eng / low grades,2,Left after Test 2
562,0.9524,2,Engaged struggler,High eng / low grades,4,Administrative dropout
563,0.2647,1,Engaged struggler,High eng / low grades,4,Completed
564,0.0288,4,Engaged achiever,High eng / high grades,4,Completed
565,0.1852,0,Engaged struggler,High eng / low grades,4,Completed
566,0.9149,4,Engaged achiever,High eng / high grades,4,Completed
567,0.8998,1,Engaged struggler,High eng / low grades,4,Completed
568,0.9872,0,Engaged struggler,High eng / low grades,4,Completed
569,-0.1087,4,Detached achiever,High eng / high grades,2,Left after Test 2
570,0.2829,3,Engaged achiever,High eng / high grades,4,Completed
571,-0.9697,1,Disengaged,Low eng / low grades,2,Left after Test 2
572,-0.6568,1,Disengaged,Low eng / low grades,2,Left after Test 2
573,-0.6356,1,Disengaged,Low eng / low grades,2,Left after Test 2
574,-1.1194,3,Detached achiever,Low eng / high grades,4,Completed
575,0.2506,4,Engaged achiever,High eng / high grades,4,Completed
576,0.7783,1,Engaged struggler,High eng / low grades,4,Completed
577,-0.3646,4,Detached achiever,Low eng / high grades,4,Administrative dropout
578,-0.9841,1,Disengaged,Low eng / low grades,2,Left after Test 2
579,-0.2934,1,Disengaged,Low eng / low grades,4,Administrative dropout
580,-0.602,2,Disengaged,Low eng / low grades,2,Left after Test 2
581,-0.6107,4,Detached achiever,Low eng / high grades,3,Left after Test 3
582,-1.0537,4,Detached achiever,Low eng / high grades,4,Completed
583,0.6859,1,Engaged struggler,High eng / low grades,4,Completed
584,0.2496,0,Engaged struggler,High eng / low grades,4,Completed
585,-0.093,0,Disengaged,Low eng / low grades,4,Completed
586,-1.1373,4,Detached achiever,Low eng / high grades,4,Completed
587,-0.8079,1,Disengaged,Low eng / low grades,3,Left after Test 3
588,-0.4493,3,Detached achiever,Low eng / high grades,2,Left after Test 2
589,-0.4844,1,Disengaged,Low eng / low grades,3,Left after Test 3
590,-0.5395,2,Disengaged,Low eng / low grades,1,Left after Test 1
591,-0.051,3,Detached achiever,High eng / high grades,1,Left after Test 1
592,1.5103,2,Engaged struggler,High eng / low grades,2,Left after Test 2
593,-0.3513,0,Disengaged,Low eng / low grades,4,Completed
594,0.1364,4,Engaged achiever,High eng / high grades,4,Completed
595,-1.0685,0,Disengaged,Low eng / low grades,1,Left after Test 1
596,-0.0396,2,Disengaged,Low eng / low grades,2,Left after Test 2
597,1.3439,4,Engaged achiever,High eng / high grades,2,Left after Test 2
598,-1.1048,4,Detached achiever,Low eng / high grades,4,Completed
599,-1.0191,2,Disengaged,Low eng / high grades,4,Administrative dropout
600,0.7577,0,Engaged struggler,High eng / low grades,4,Completed
601,-0.2834,0,Disengaged,Low eng / low grades,1,Left after Test 1
602,-0.0471,0,Disengaged,Low eng / low grades,4,Completed
603,0.2303,1,Engaged struggler,High eng / low grades,4,Completed
604,0.2889,0,Engaged struggler,High eng / low grades,4,Completed
605,0.2977,3,Engaged achiever,High eng / high grades,3,Left after Test 3
606,-0.0746,4,Detached achiever,High eng / high grades,4,Completed
607,0.4847,4,Engaged achiever,High eng / high grades,4,Completed
608,1.2355,0,Engaged struggler,High eng / low grades,2,Left after Test 2
609,-0.0133,0,Disengaged,Low eng / low grades,4,Completed
610,-0.3191,4,Detached achiever,Low eng / high grades,4,Completed
611,0.745,1,Engaged struggler,High eng / low grades,2,Left after Test 2
612,0.1434,0,Engaged struggler,High eng / low grades,4,Completed
613,-0.291,3,Detached achiever,Low eng / high grades,4,Completed
614,-0.0603,0,Disengaged,Low eng / low grades,4,Completed
615,0.8452,3,Engaged achiever,High eng / high grades,4,Completed
616,-0.7912,4,Detached achiever,Low eng / high grades,4,Administrative dropout
617,-0.2839,1,Disengaged,Low eng / low grades,3,Left after Test 3
618,0.0604,4,Engaged achiever,High eng / high grades,4,Completed
619,-0.4777,0,Disengaged,Low eng / low grades,4,Completed
620,-1.1151,4,Detached achiever,Low eng / high grades,4,Completed
621,0.0537,2,Engaged struggler,Low eng / low grades,4,Administrative dropout
622,-1.1687,3,Detached achiever,Low eng / high grades,4,Completed
623,-0.2352,1,Disengaged,Low eng / low grades,4,Completed
624,-0.6554,3,Detached achiever,Low eng / high grades,2,Left after Test 2
625,-0.6825,0,Disengaged,Low eng / low grades,4,Administrative dropout
626,-0.5196,3,Detached achiever,Low eng / high grades,4,Administrative dropout
627,0.1896,0,Engaged struggler,High eng / low grades,4,Completed
628,1.7698,0,Engaged struggler,High eng / low grades,2,Left after Test 2
629,0.4627,4,Engaged achiever,High eng / high grades,4,Completed
630,-0.343,3,Detached achiever,Low eng / high grades,4,Completed
631,-0.1702,1,Disengaged,Low eng / low grades,4,Completed
632,-0.2477,3,Detached achiever,Low eng / high grades,3,Left after Test 3
633,0.9577,4,Engaged achiever,High eng / high grades,4,Completed
634,-0.3471,4,Detached achiever,Low eng / high grades,2,Left after Test 2
635,0.4169,0,Engaged struggler,High eng / low grades,4,Completed
636,-1.0825,0,Disengaged,Low eng / low grades,4,Completed
637,-0.4482,4,Detached achiever,Low eng / high grades,4,Completed
638,-0.1841,1,Disengaged,Low eng / low grades,4,Administrative dropout
639,-0.5232,1,Disengaged,Low eng / low grades,2,Left after Test 2
640,0.1107,3,Engaged achiever,High eng / high grades,4,Completed
641,-1.029,4,Detached achiever,Low eng / high grades,4,Completed
642,-0.433,2,Disengaged,Low eng / low grades,3,Left after Test 3
643,0.0068,3,Engaged achiever,High eng / high grades,4,Administrative dropout
644,0.4112,1,Engaged struggler,High eng / low grades,4,Completed
645,-0.5344,1,Disengaged,Low eng / low grades,3,Left after Test 3
646,0.7931,0,Engaged struggler,High eng / low grades,4,Administrative dropout
647,-0.1599,4,Detached achiever,Low eng / high grades,2,Left after Test 2
648,-0.6768,2,Disengaged,Low eng / low grades,2,Left after Test 2
649,-0.4216,0,Disengaged,Low eng / low grades,4,Administrative dropout
650,0.1347,0,Engaged struggler,High eng / low grades,4,Completed
651,-0.4086,1,Disengaged,Low eng / low grades,4,Completed
652,-0.0817,1,Disengaged,Low eng / low grades,4,Administrative dropout
653,0.4303,1,Engaged struggler,High eng / low grades,4,Completed
654,0.8475,0,Engaged struggler,High eng / low grades,4,Completed
655,-0.4275,1,Disengaged,Low eng / low grades,3,Left after Test 3
656,0.0702,3,Engaged achiever,High eng / high grades,4,Completed
657,0.0965,0,Engaged struggler,High eng / low grades,4,Administrative dropout
658,-0.8287,1,Disengaged,Low eng / low grades,1,Left after Test 1
659,-0.7097,4,Detached achiever,Low eng / high grades,2,Left after Test 2
660,0.196,4,Engaged achiever,High eng / high grades,4,Administrative dropout
661,-0.1274,4,Detached achiever,High eng / high grades,4,Completed
662,0.1589,0,Engaged struggler,High eng / low grades,4,Completed
663,0.1443,4,Engaged achiever,High eng / high grades,4,Completed
664,-0.238,3,Detached achiever,Low eng / high grades,4,Completed
665,-0.9503,3,Detached achiever,Low eng / high grades,2,Left after Test 2
666,-0.2891,0,Disengaged,Low eng / low grades,4,Completed
667,0.1133,4,Engaged achiever,High eng / high grades,4,Completed
668,-0.1339,4,Detached achiever,High eng / high grades,4,Completed
